request_number,username,created_at,body
R-20251012-3194,specialist3,2025-11-02 16:23:06,Заправка фреоном выполнена. Проверка работы.
R-20251012-3194,operator5,2025-10-22 15:23:06,Заменен компрессор.
R-20250907-3739,operator3,2025-09-26 20:09:06,Провел диагностику. Требуется замена детали.
R-20250907-3739,specialist2,2025-10-07 21:09:06,Выполнена профилактическая чистка.
R-20250907-3739,operator,2025-09-29 22:09:06,Тестирование всех режимов работы.
R-20251108-1743,operator2,2025-11-11 13:46:06,Требуется заказ комплектующих.
R-20251108-1743,operator1,2025-11-29 11:46:06,"Ремонт завершен, требуется проверка клиентом."
R-20251108-1743,specialist4,2025-11-12 10:46:06,"Ремонт завершен, требуется проверка клиентом."
R-20250714-1595,specialist9,2025-07-19 21:01:06,Заменен компрессор.
R-20250714-1595,specialist7,2025-07-25 20:01:06,Провел диагностику. Требуется замена детали.
R-20250714-1595,operator4,2025-07-19 20:01:06,Проверка электрики - все в норме.
R-20250714-1595,specialist1,2025-08-12 21:01:06,Провел диагностику. Требуется замена детали.
R-20251011-2031,specialist1,2025-10-21 06:21:06,Требуется заказ комплектующих.
R-20251011-2031,specialist5,2025-10-16 03:21:06,Заправка фреоном выполнена. Проверка работы.
R-20250707-9569,specialist,2025-07-11 19:38:06,Установлена новая плата управления.
R-20250828-1611,specialist,2025-09-24 21:16:06,Ожидаем поставку запчастей.
R-20250828-1611,specialist8,2025-09-17 05:16:06,Тестирование всех режимов работы.
R-20250828-1611,specialist5,2025-09-27 23:16:06,Калибровка датчиков выполнена.
R-20250908-5337,specialist6,2025-09-16 10:49:06,Очистка фильтров выполнена.
R-20250908-5337,specialist6,2025-10-08 12:49:06,Проверка электрики - все в норме.
R-20250908-5337,specialist2,2025-09-15 05:49:06,Тестирование всех режимов работы.
R-20250908-5337,specialist1,2025-09-12 12:49:06,Установлена новая плата управления.
R-20250908-5337,specialist10,2025-09-25 10:49:06,Настройка параметров работы.
R-20251123-3328,specialist8,2025-12-08 17:06:06,Проверка электрики - все в норме.
R-20250828-9830,operator5,2025-09-09 06:52:06,Заправка фреоном выполнена. Проверка работы.
R-20250828-9830,specialist8,2025-08-31 04:52:06,Заменен компрессор.
R-20250702-0909,specialist4,2025-07-14 09:31:06,Очистка фильтров выполнена.
R-20250702-0909,specialist4,2025-07-30 14:31:06,Требуется заказ комплектующих.
R-20251202-5343,specialist7,2025-12-30 10:27:06,Настройка параметров работы.
R-20251202-5343,specialist1,2025-12-02 04:27:06,Заменен датчик температуры.
R-20251202-5343,specialist8,2025-12-29 05:27:06,Требуется заказ комплектующих.
R-20250926-4347,specialist2,2025-10-21 13:11:06,Провел диагностику. Требуется замена детали.
R-20250926-4347,specialist4,2025-10-09 20:11:06,Выполнена профилактическая чистка.
R-20250926-4347,specialist5,2025-09-30 17:11:06,Заменен датчик температуры.
R-20251103-1876,specialist3,2025-11-16 22:03:06,Провел диагностику. Требуется замена детали.
R-20251103-1876,operator4,2025-11-14 22:03:06,Калибровка датчиков выполнена.
R-20251103-1876,specialist2,2025-11-27 23:03:06,Калибровка датчиков выполнена.
R-20251103-1876,operator,2025-11-08 21:03:06,"Ремонт завершен, требуется проверка клиентом."
R-20251103-1876,operator1,2025-11-25 00:03:06,Очистка фильтров выполнена.
R-20251023-3650,operator1,2025-11-16 07:46:06,Заправка фреоном выполнена. Проверка работы.
R-20251110-4564,operator,2025-11-21 21:17:06,Установлена новая плата управления.
R-20251110-4564,specialist10,2025-12-07 18:17:06,Проверка электрики - все в норме.
R-20251110-4564,specialist1,2025-11-11 21:17:06,Очистка фильтров выполнена.
R-20251110-4564,specialist10,2025-12-04 19:17:06,Выполнена профилактическая чистка.
R-20251110-4564,specialist5,2025-12-08 21:17:06,Требуется заказ комплектующих.
R-20250628-6109,operator1,2025-07-12 13:30:06,Заправка фреоном выполнена. Проверка работы.
R-20250628-6109,specialist2,2025-07-01 16:30:06,Калибровка датчиков выполнена.
R-20251201-0596,specialist8,2025-12-07 04:55:06,Заменен датчик температуры.
R-20251201-0596,operator2,2025-12-27 01:55:06,"Ремонт завершен, требуется проверка клиентом."
R-20251201-0596,specialist1,2025-12-13 04:55:06,Калибровка датчиков выполнена.
R-20251027-5854,specialist1,2025-11-14 03:46:06,Заменен датчик температуры.
R-20251027-5854,specialist3,2025-11-03 09:46:06,Ожидаем поставку запчастей.
R-20251027-5854,specialist10,2025-10-30 04:46:06,Заменен компрессор.
R-20251027-5854,operator1,2025-11-14 07:46:06,Требуется заказ комплектующих.
R-20250626-7818,operator3,2025-07-12 02:25:06,Заправка фреоном выполнена. Проверка работы.
R-20250626-7818,specialist9,2025-07-08 18:25:06,Заменен компрессор.
R-20250626-7818,specialist4,2025-07-04 22:25:06,Заменен компрессор.
R-20250719-8189,specialist10,2025-07-29 10:04:06,Ожидаем поставку запчастей.
R-20250719-8189,operator,2025-08-11 09:04:06,Проверка герметичности системы.
R-20251212-6346,operator2,2025-12-24 00:45:06,Заменен компрессор.
R-20251212-6346,specialist5,2025-12-14 21:45:06,"Ремонт завершен, требуется проверка клиентом."
R-20250919-8498,specialist4,2025-09-24 17:26:06,Настройка параметров работы.
R-20250919-8498,specialist6,2025-10-19 17:26:06,Тестирование всех режимов работы.
R-20250919-8498,operator,2025-10-01 20:26:06,Настройка параметров работы.
R-20251113-2549,specialist9,2025-12-11 04:42:06,Ожидаем поставку запчастей.
R-20251113-2549,specialist1,2025-11-13 10:42:06,Заменен компрессор.
R-20250810-5697,specialist2,2025-09-01 20:59:06,Очистка фильтров выполнена.
R-20250810-5697,operator,2025-08-26 01:59:06,"Ремонт завершен, требуется проверка клиентом."
R-20250810-5697,specialist3,2025-08-22 02:59:06,Калибровка датчиков выполнена.
R-20250810-5697,specialist6,2025-08-29 21:59:06,Калибровка датчиков выполнена.
R-20251021-2936,specialist,2025-10-26 02:53:06,"Ремонт завершен, требуется проверка клиентом."
R-20251021-2936,specialist3,2025-11-10 02:53:06,"Ремонт завершен, требуется проверка клиентом."
R-20251021-2936,specialist6,2025-11-15 23:53:06,Настройка параметров работы.
R-20251021-2936,specialist,2025-11-17 05:53:06,Требуется заказ комплектующих.
R-20251021-2936,specialist2,2025-11-14 01:53:06,Установлена новая плата управления.
R-20250829-4564,specialist5,2025-09-24 04:11:06,Настройка параметров работы.
R-20250829-4564,specialist9,2025-09-28 09:11:06,Заправка фреоном выполнена. Проверка работы.
R-20251013-5009,specialist3,2025-10-25 07:59:06,Тестирование всех режимов работы.
R-20250801-0897,specialist4,2025-08-11 12:52:06,"Ремонт завершен, требуется проверка клиентом."
R-20250801-0897,operator,2025-08-14 06:52:06,Проверка герметичности системы.
R-20250801-0897,specialist2,2025-08-10 05:52:06,Проверка электрики - все в норме.
R-20251024-3545,specialist5,2025-11-12 03:16:06,Ожидаем поставку запчастей.
R-20251024-3545,operator3,2025-11-09 02:16:06,Калибровка датчиков выполнена.
R-20251024-3545,specialist2,2025-11-20 07:16:06,Ожидаем поставку запчастей.
R-20251024-3545,operator3,2025-11-04 06:16:06,Заменен компрессор.
R-20251112-9348,specialist6,2025-12-03 08:07:06,Очистка фильтров выполнена.
R-20251112-9348,specialist,2025-12-11 02:07:06,Провел диагностику. Требуется замена детали.
R-20251112-9348,operator3,2025-12-05 10:07:06,Проверка электрики - все в норме.
R-20250822-7084,specialist1,2025-09-10 15:32:06,Тестирование всех режимов работы.
R-20250822-7084,specialist8,2025-09-14 16:32:06,Заправка фреоном выполнена. Проверка работы.
R-20250822-7084,operator3,2025-09-16 15:32:06,Калибровка датчиков выполнена.
R-20250822-7084,specialist,2025-08-22 23:32:06,Требуется заказ комплектующих.
R-20250822-7084,specialist9,2025-09-03 15:32:06,Очистка фильтров выполнена.
R-20251106-1663,specialist1,2025-11-18 19:53:06,Заменен компрессор.
R-20251106-1663,operator5,2025-12-02 19:53:06,Проверка электрики - все в норме.
R-20250926-7405,specialist10,2025-10-15 18:47:06,Выполнена профилактическая чистка.
R-20250926-7405,specialist9,2025-10-04 12:47:06,Требуется заказ комплектующих.
R-20250926-7405,operator5,2025-10-08 14:47:06,Выполнена профилактическая чистка.
R-20250926-7405,specialist7,2025-10-13 18:47:06,Установлена новая плата управления.
R-20250926-7405,specialist10,2025-10-22 17:47:06,Настройка параметров работы.
R-20250815-9725,operator,2025-09-13 22:36:06,Калибровка датчиков выполнена.
R-20251203-1204,specialist3,2026-01-03 00:19:06,Выполнена профилактическая чистка.
R-20251203-1204,specialist9,2025-12-24 23:19:06,Провел диагностику. Требуется замена детали.
R-20251203-1204,specialist9,2025-12-21 23:19:06,Очистка фильтров выполнена.
R-20250724-5155,specialist4,2025-08-07 13:38:06,Выполнена профилактическая чистка.
R-20250724-5155,specialist1,2025-08-21 16:38:06,Заменен компрессор.
R-20250724-5155,specialist6,2025-08-11 13:38:06,"Ремонт завершен, требуется проверка клиентом."
R-20250724-5155,operator1,2025-08-08 13:38:06,Заменен датчик температуры.
R-20250724-5155,operator4,2025-08-05 12:38:06,Калибровка датчиков выполнена.
R-20250911-9803,specialist4,2025-10-01 21:13:06,Проверка герметичности системы.
R-20250911-9803,specialist8,2025-10-11 02:13:06,Ожидаем поставку запчастей.
R-20251119-4492,operator,2025-12-01 03:26:06,"Ремонт завершен, требуется проверка клиентом."
R-20251119-4492,specialist,2025-12-07 03:26:06,Заменен датчик температуры.
R-20251119-4492,specialist2,2025-11-30 03:26:06,Провел диагностику. Требуется замена детали.
R-20251119-4492,specialist10,2025-11-23 03:26:06,Калибровка датчиков выполнена.
R-20250803-1830,operator2,2025-08-05 19:30:06,Установлена новая плата управления.
R-20250803-1830,operator3,2025-08-18 16:30:06,Установлена новая плата управления.
R-20250828-4568,specialist,2025-09-16 20:53:06,Выполнена профилактическая чистка.
R-20250828-4568,specialist8,2025-09-27 00:53:06,Калибровка датчиков выполнена.
R-20250828-4568,operator,2025-09-04 21:53:06,Тестирование всех режимов работы.
R-20250828-4568,specialist8,2025-09-05 17:53:06,Провел диагностику. Требуется замена детали.
R-20250921-6194,operator2,2025-10-01 18:31:06,Проверка герметичности системы.
R-20250921-6194,specialist3,2025-10-09 17:31:06,Заменен компрессор.
R-20250921-6194,specialist5,2025-09-28 17:31:06,Тестирование всех режимов работы.
R-20250921-6194,operator2,2025-09-30 19:31:06,Требуется заказ комплектующих.
R-20251020-5679,operator2,2025-10-22 07:01:06,Проверка электрики - все в норме.
R-20251020-5679,specialist7,2025-11-12 23:01:06,Заправка фреоном выполнена. Проверка работы.
R-20251020-5679,operator2,2025-11-15 00:01:06,Настройка параметров работы.
R-20251216-7565,specialist9,2025-12-28 23:48:06,Провел диагностику. Требуется замена детали.
R-20250822-6528,specialist7,2025-08-27 14:41:06,Настройка параметров работы.
R-20250822-6528,specialist3,2025-09-02 22:41:06,Проверка герметичности системы.
R-20250822-6528,operator3,2025-09-13 18:41:06,Проверка герметичности системы.
R-20250822-6528,specialist8,2025-09-13 17:41:06,Установлена новая плата управления.
R-20250822-6528,operator,2025-09-16 19:41:06,Проверка герметичности системы.
R-20251016-3192,specialist6,2025-10-17 02:26:06,Заменен датчик температуры.
R-20251016-3192,specialist6,2025-10-20 02:26:06,Заменен компрессор.
R-20251016-3192,specialist10,2025-11-07 02:26:06,Проверка электрики - все в норме.
R-20251016-3192,specialist5,2025-11-15 08:26:06,Настройка параметров работы.
R-20250722-2125,specialist3,2025-08-04 19:24:06,Провел диагностику. Требуется замена детали.
R-20250714-2653,operator2,2025-08-09 18:12:06,Проверка электрики - все в норме.
R-20250714-2653,specialist5,2025-07-27 16:12:06,Заменен компрессор.
R-20250714-2653,operator4,2025-08-09 14:12:06,Очистка фильтров выполнена.
R-20250714-2653,operator4,2025-07-28 17:12:06,Заменен датчик температуры.
R-20250714-2653,specialist8,2025-07-31 13:12:06,Проверка электрики - все в норме.
R-20251107-9931,specialist3,2025-12-02 01:09:06,Очистка фильтров выполнена.
R-20251107-9931,specialist1,2025-12-02 09:09:06,Проверка герметичности системы.
R-20251107-9931,specialist9,2025-12-05 09:09:06,"Ремонт завершен, требуется проверка клиентом."
R-20251107-9931,operator,2025-11-24 08:09:06,Очистка фильтров выполнена.
R-20251107-9931,specialist,2025-11-26 01:09:06,Требуется заказ комплектующих.
R-20251115-3107,specialist9,2025-11-15 20:56:06,"Ремонт завершен, требуется проверка клиентом."
R-20251012-3982,specialist8,2025-10-13 08:06:06,Заменен компрессор.
R-20251012-3982,specialist9,2025-10-16 12:06:06,Заменен компрессор.
R-20250923-8685,specialist3,2025-09-28 08:31:06,Ожидаем поставку запчастей.
R-20250923-8685,specialist5,2025-10-18 06:31:06,Заменен компрессор.
R-20250923-8685,specialist,2025-10-15 06:31:06,Требуется заказ комплектующих.
R-20250923-8685,operator1,2025-10-12 03:31:06,Проверка герметичности системы.
R-20250713-8710,operator1,2025-08-10 07:28:06,Калибровка датчиков выполнена.
R-20251108-1421,operator1,2025-11-21 00:38:06,Заменен датчик температуры.
R-20251108-1421,operator1,2025-12-07 23:38:06,Требуется заказ комплектующих.
R-20251207-8830,operator2,2025-12-23 16:05:06,Требуется заказ комплектующих.
R-20251207-8830,specialist,2025-12-18 16:05:06,Настройка параметров работы.
R-20251207-8830,specialist5,2025-12-16 19:05:06,Заменен компрессор.
R-20251207-8830,specialist3,2025-12-10 16:05:06,Установлена новая плата управления.
R-20250625-4545,specialist3,2025-07-15 10:34:06,Проверка электрики - все в норме.
R-20250625-4545,specialist5,2025-07-07 05:34:06,"Ремонт завершен, требуется проверка клиентом."
R-20250625-4545,specialist3,2025-07-07 10:34:06,"Ремонт завершен, требуется проверка клиентом."
R-20250625-4545,operator,2025-07-04 08:34:06,Ожидаем поставку запчастей.
R-20250916-9703,operator2,2025-10-12 03:53:06,Требуется заказ комплектующих.
R-20250916-9703,specialist1,2025-09-21 04:53:06,Очистка фильтров выполнена.
R-20250916-9703,specialist3,2025-10-17 02:53:06,Требуется заказ комплектующих.
R-20250916-9703,operator2,2025-09-28 06:53:06,Выполнена профилактическая чистка.
R-20250807-3993,operator5,2025-08-25 18:16:06,Очистка фильтров выполнена.
R-20250807-3993,specialist7,2025-08-18 01:16:06,Установлена новая плата управления.
R-20250929-7834,operator4,2025-10-01 16:18:06,Выполнена профилактическая чистка.
R-20250929-7834,specialist9,2025-10-02 15:18:06,Заменен компрессор.
R-20250929-7834,specialist1,2025-10-17 16:18:06,Заменен датчик температуры.
R-20250929-7834,specialist5,2025-10-04 20:18:06,Установлена новая плата управления.
R-20251102-5946,specialist10,2025-11-13 14:10:06,Настройка параметров работы.
R-20251102-5946,specialist10,2025-11-13 15:10:06,Заменен датчик температуры.
R-20251102-5946,operator4,2025-11-19 12:10:06,Проверка электрики - все в норме.
R-20251102-5946,specialist9,2025-11-24 16:10:06,Установлена новая плата управления.
R-20250907-6270,operator1,2025-10-06 01:01:06,Очистка фильтров выполнена.
R-20250907-6270,specialist6,2025-10-04 04:01:06,Провел диагностику. Требуется замена детали.
R-20250815-6231,specialist8,2025-08-15 03:45:06,Калибровка датчиков выполнена.
R-20250815-6231,specialist4,2025-08-18 03:45:06,Тестирование всех режимов работы.
R-20250815-6231,specialist9,2025-08-25 09:45:06,Проверка электрики - все в норме.
R-20250815-6231,operator4,2025-08-22 11:45:06,Настройка параметров работы.
R-20250815-6231,operator5,2025-08-19 07:45:06,Провел диагностику. Требуется замена детали.
R-20250828-9242,specialist7,2025-09-07 09:36:06,Провел диагностику. Требуется замена детали.
R-20251108-7569,operator1,2025-12-08 04:26:06,Заменен датчик температуры.
R-20250826-1822,specialist,2025-09-22 21:45:06,Заменен компрессор.
R-20250826-1822,specialist1,2025-09-07 21:45:06,Калибровка датчиков выполнена.
R-20251210-9528,operator5,2025-12-26 18:01:06,Заправка фреоном выполнена. Проверка работы.
R-20251210-9528,operator5,2025-12-30 11:01:06,Провел диагностику. Требуется замена детали.
R-20251210-9528,specialist10,2025-12-24 17:01:06,Выполнена профилактическая чистка.
R-20251210-9528,specialist3,2025-12-16 12:01:06,Выполнена профилактическая чистка.
R-20251210-9528,specialist,2025-12-18 14:01:06,Установлена новая плата управления.
R-20250624-5883,specialist4,2025-06-25 22:01:06,Настройка параметров работы.
R-20250721-6309,specialist5,2025-07-26 04:36:06,Очистка фильтров выполнена.
R-20250721-6309,specialist1,2025-08-03 23:36:06,Выполнена профилактическая чистка.
R-20250721-6309,specialist2,2025-08-18 03:36:06,Калибровка датчиков выполнена.
R-20250907-8863,specialist6,2025-09-15 13:19:06,Заменен датчик температуры.
R-20250907-8863,specialist3,2025-09-30 11:19:06,Ожидаем поставку запчастей.
R-20250907-8863,specialist2,2025-09-08 14:19:06,Настройка параметров работы.
R-20250907-8863,specialist4,2025-09-21 13:19:06,Калибровка датчиков выполнена.
R-20251121-7830,specialist4,2025-12-08 03:03:06,Проверка герметичности системы.
R-20251121-7830,specialist4,2025-11-30 19:03:06,Заменен компрессор.
R-20251121-7830,specialist2,2025-12-12 00:03:06,Проверка герметичности системы.
R-20251121-7830,specialist4,2025-11-30 02:03:06,Заправка фреоном выполнена. Проверка работы.
R-20251121-7830,operator1,2025-12-05 00:03:06,Проверка электрики - все в норме.
R-20250712-2621,operator3,2025-08-02 10:11:06,Очистка фильтров выполнена.
R-20251007-4782,specialist7,2025-10-28 09:13:06,Требуется заказ комплектующих.
R-20251007-4782,operator4,2025-10-07 04:13:06,Проверка герметичности системы.
R-20251202-2219,specialist1,2025-12-22 10:46:06,Очистка фильтров выполнена.
R-20251202-2219,operator3,2025-12-19 08:46:06,Заменен компрессор.
R-20251202-2219,specialist6,2025-12-10 07:46:06,Настройка параметров работы.
R-20250914-2501,specialist3,2025-10-10 03:27:06,Выполнена профилактическая чистка.
R-20250914-2501,specialist3,2025-09-29 09:27:06,Проверка герметичности системы.
R-20251016-5125,operator3,2025-11-06 17:08:06,Проверка электрики - все в норме.
R-20251008-2309,operator4,2025-10-16 14:40:06,Калибровка датчиков выполнена.
R-20251008-2309,specialist9,2025-10-29 20:40:06,Очистка фильтров выполнена.
R-20250822-7560,specialist3,2025-09-09 05:00:06,Проверка герметичности системы.
R-20250822-7560,specialist,2025-09-18 01:00:06,Провел диагностику. Требуется замена детали.
R-20250822-7560,specialist9,2025-09-03 03:00:06,Требуется заказ комплектующих.
R-20250822-7560,specialist8,2025-08-26 04:00:06,Заменен датчик температуры.
R-20250716-8110,operator3,2025-08-12 10:23:06,Очистка фильтров выполнена.
R-20250716-8110,specialist4,2025-08-15 11:23:06,Провел диагностику. Требуется замена детали.
R-20250716-8110,operator4,2025-07-23 15:23:06,Провел диагностику. Требуется замена детали.
R-20251029-5730,operator2,2025-11-28 00:50:06,Установлена новая плата управления.
R-20251029-5730,specialist1,2025-11-04 02:50:06,Тестирование всех режимов работы.
R-20251004-7037,operator5,2025-10-05 14:22:06,Провел диагностику. Требуется замена детали.
R-20251004-7037,specialist6,2025-10-30 08:22:06,Заменен компрессор.
R-20251004-7037,specialist4,2025-10-11 08:22:06,Ожидаем поставку запчастей.
R-20251004-7037,operator5,2025-10-29 15:22:06,Настройка параметров работы.
R-20250711-0734,operator3,2025-07-29 05:52:06,"Ремонт завершен, требуется проверка клиентом."
R-20250711-0734,operator4,2025-07-28 03:52:06,Ожидаем поставку запчастей.
R-20250711-0734,specialist4,2025-07-26 05:52:06,Очистка фильтров выполнена.
R-20250711-0734,specialist,2025-08-04 03:52:06,Проверка электрики - все в норме.
R-20251213-4243,specialist8,2025-12-19 04:07:06,Установлена новая плата управления.
R-20251213-4243,specialist,2026-01-13 02:07:06,Ожидаем поставку запчастей.
R-20251213-4243,specialist,2026-01-03 01:07:06,Провел диагностику. Требуется замена детали.
R-20251213-4243,specialist1,2026-01-04 01:07:06,Заменен компрессор.
R-20251117-5747,operator1,2025-11-29 09:26:06,Заправка фреоном выполнена. Проверка работы.
R-20251117-5747,specialist10,2025-12-13 16:26:06,Очистка фильтров выполнена.
R-20251117-5747,specialist4,2025-12-02 16:26:06,Заменен компрессор.
R-20250806-4437,specialist8,2025-09-03 17:01:06,Проверка герметичности системы.
R-20250806-4437,specialist1,2025-08-28 10:01:06,Выполнена профилактическая чистка.
R-20250806-4437,specialist2,2025-08-14 13:01:06,Требуется заказ комплектующих.
R-20250806-4437,specialist,2025-08-12 14:01:06,Заправка фреоном выполнена. Проверка работы.
R-20250806-4437,specialist7,2025-08-14 13:01:06,Заменен датчик температуры.
R-20251113-0300,specialist5,2025-11-25 17:41:06,Заменен датчик температуры.
R-20251113-0300,specialist8,2025-11-18 18:41:06,Настройка параметров работы.
R-20251113-0300,operator2,2025-11-13 14:41:06,Настройка параметров работы.
R-20250710-6208,specialist1,2025-08-08 03:22:06,Выполнена профилактическая чистка.
R-20250710-6208,specialist9,2025-08-10 05:22:06,Проверка электрики - все в норме.
R-20250710-6208,operator5,2025-07-31 03:22:06,Провел диагностику. Требуется замена детали.
R-20250710-6208,specialist9,2025-07-23 01:22:06,Проверка электрики - все в норме.
R-20250624-8399,operator3,2025-07-14 01:13:06,Выполнена профилактическая чистка.
R-20250624-8399,specialist8,2025-07-21 22:13:06,Заправка фреоном выполнена. Проверка работы.
R-20250624-8399,specialist,2025-07-20 23:13:06,Выполнена профилактическая чистка.
R-20251120-1774,operator2,2025-11-30 14:49:06,Ожидаем поставку запчастей.
R-20251120-1774,specialist8,2025-12-09 19:49:06,Заправка фреоном выполнена. Проверка работы.
R-20251120-1774,specialist5,2025-12-09 18:49:06,Проверка электрики - все в норме.
R-20251120-1774,operator1,2025-11-24 12:49:06,Проверка электрики - все в норме.
R-20250720-4564,operator2,2025-08-12 06:13:06,Тестирование всех режимов работы.
R-20250720-4564,specialist6,2025-08-08 10:13:06,Требуется заказ комплектующих.
R-20250720-4564,specialist10,2025-07-23 06:13:06,Выполнена профилактическая чистка.
R-20250720-4564,operator5,2025-07-22 07:13:06,Ожидаем поставку запчастей.
R-20250702-4268,operator1,2025-07-03 08:32:06,"Ремонт завершен, требуется проверка клиентом."
R-20250702-4268,operator5,2025-08-01 09:32:06,Требуется заказ комплектующих.
R-20250702-4268,specialist7,2025-07-23 09:32:06,Выполнена профилактическая чистка.
R-20250702-4268,specialist8,2025-07-13 13:32:06,Заменен компрессор.
R-20250702-4268,specialist10,2025-07-06 16:32:06,Проверка герметичности системы.
R-20251009-4911,operator3,2025-11-08 01:36:06,Проверка электрики - все в норме.
R-20251019-5084,specialist3,2025-11-08 08:14:06,"Ремонт завершен, требуется проверка клиентом."
R-20251120-0847,specialist10,2025-12-17 04:52:06,Очистка фильтров выполнена.
R-20251120-0847,operator4,2025-12-05 05:52:06,Проверка электрики - все в норме.
R-20251120-0847,specialist8,2025-12-16 05:52:06,"Ремонт завершен, требуется проверка клиентом."
R-20250727-5475,specialist5,2025-08-02 15:42:06,Провел диагностику. Требуется замена детали.
R-20250727-5475,specialist9,2025-07-28 15:42:06,Тестирование всех режимов работы.
R-20250727-5475,operator5,2025-07-31 14:42:06,Заправка фреоном выполнена. Проверка работы.
R-20250710-1307,specialist10,2025-08-01 16:06:06,Очистка фильтров выполнена.
R-20250710-1307,specialist2,2025-07-30 14:06:06,Заменен компрессор.
R-20250625-4585,operator,2025-07-08 17:24:06,Выполнена профилактическая чистка.
R-20250625-4585,specialist4,2025-07-05 21:24:06,Заменен датчик температуры.
R-20250625-4585,operator,2025-06-25 20:24:06,Очистка фильтров выполнена.
R-20250812-5750,operator3,2025-09-04 14:32:06,Калибровка датчиков выполнена.
R-20250821-0283,operator1,2025-09-14 14:01:06,Провел диагностику. Требуется замена детали.
R-20250821-0283,specialist7,2025-09-02 13:01:06,Ожидаем поставку запчастей.
R-20250821-0283,specialist8,2025-09-08 17:01:06,Калибровка датчиков выполнена.
R-20250821-0283,specialist1,2025-09-14 19:01:06,"Ремонт завершен, требуется проверка клиентом."
R-20250707-6644,specialist2,2025-08-05 23:28:06,Тестирование всех режимов работы.
R-20250707-6644,specialist5,2025-07-23 21:28:06,Выполнена профилактическая чистка.
R-20250707-6644,operator,2025-07-24 01:28:06,Ожидаем поставку запчастей.
R-20250707-6644,specialist3,2025-07-11 21:28:06,Проверка электрики - все в норме.
R-20250707-6644,operator2,2025-07-24 01:28:06,Заменен компрессор.
R-20250913-1634,operator3,2025-10-05 10:26:06,Заменен датчик температуры.
R-20250913-1634,specialist8,2025-09-27 10:26:06,Очистка фильтров выполнена.
R-20250921-2119,operator1,2025-09-25 00:54:06,Проверка герметичности системы.
R-20251026-0933,operator3,2025-10-29 23:04:06,Требуется заказ комплектующих.
R-20251001-3735,specialist10,2025-10-11 19:41:06,Заправка фреоном выполнена. Проверка работы.
R-20251001-3735,specialist4,2025-10-10 01:41:06,Выполнена профилактическая чистка.
R-20251001-3735,specialist7,2025-10-18 01:41:06,Проверка герметичности системы.
R-20251001-3735,specialist9,2025-10-04 20:41:06,Проверка герметичности системы.
R-20251009-8480,specialist6,2025-10-10 14:15:06,Заменен датчик температуры.
R-20250706-4173,specialist5,2025-07-11 09:55:06,Проверка электрики - все в норме.
R-20250715-5495,operator,2025-07-19 23:57:06,Заменен датчик температуры.
R-20250715-5495,specialist,2025-07-28 23:57:06,Выполнена профилактическая чистка.
R-20250715-5495,operator1,2025-07-15 18:57:06,Заменен компрессор.
R-20250715-5495,specialist10,2025-08-07 18:57:06,Ожидаем поставку запчастей.
R-20250715-5495,specialist6,2025-08-06 20:57:06,Выполнена профилактическая чистка.
R-20251024-4822,specialist9,2025-11-16 11:04:06,Заправка фреоном выполнена. Проверка работы.
R-20251024-4822,specialist9,2025-11-15 13:04:06,Настройка параметров работы.
R-20251024-4822,specialist8,2025-10-30 11:04:06,Калибровка датчиков выполнена.
R-20251024-4822,operator5,2025-11-02 08:04:06,Заменен компрессор.
R-20251024-4822,operator4,2025-11-14 10:04:06,Выполнена профилактическая чистка.
R-20250806-5867,operator,2025-08-25 22:19:06,Настройка параметров работы.
R-20250806-5867,specialist4,2025-08-27 01:19:06,Заменен датчик температуры.
R-20250806-5867,operator,2025-08-08 01:19:06,Заменен датчик температуры.
R-20250806-5867,operator3,2025-08-21 21:19:06,Настройка параметров работы.
R-20250806-5867,specialist1,2025-08-09 19:19:06,Заменен компрессор.
R-20250810-4945,specialist4,2025-09-02 14:44:06,Тестирование всех режимов работы.
R-20250810-4945,operator2,2025-08-10 15:44:06,Заправка фреоном выполнена. Проверка работы.
R-20250810-4945,specialist4,2025-09-01 20:44:06,Настройка параметров работы.
R-20250810-4945,specialist5,2025-08-31 15:44:06,Ожидаем поставку запчастей.
R-20251101-6836,specialist9,2025-12-01 14:35:06,Выполнена профилактическая чистка.
R-20251101-6836,operator1,2025-11-26 14:35:06,Настройка параметров работы.
R-20251101-6836,operator,2025-11-14 18:35:06,Настройка параметров работы.
R-20251026-6828,specialist5,2025-11-20 05:44:06,Ожидаем поставку запчастей.
R-20251026-6828,specialist9,2025-11-19 06:44:06,Калибровка датчиков выполнена.
R-20251026-6828,specialist,2025-11-10 01:44:06,Выполнена профилактическая чистка.
R-20251026-6828,specialist10,2025-11-02 22:44:06,Требуется заказ комплектующих.
R-20251015-6090,operator4,2025-10-16 09:25:06,Настройка параметров работы.
R-20251015-6090,operator4,2025-11-14 09:25:06,Очистка фильтров выполнена.
R-20251015-6090,specialist10,2025-11-05 16:25:06,Настройка параметров работы.
R-20251212-7750,specialist8,2025-12-17 13:49:06,Установлена новая плата управления.
R-20251212-7750,specialist6,2026-01-11 08:49:06,Заменен компрессор.
R-20251212-7750,specialist7,2026-01-03 05:49:06,Провел диагностику. Требуется замена детали.
R-20251213-9474,operator2,2026-01-09 12:09:06,Тестирование всех режимов работы.
R-20251011-8224,specialist1,2025-10-25 06:18:06,"Ремонт завершен, требуется проверка клиентом."
R-20250703-4420,specialist4,2025-07-25 21:24:06,Очистка фильтров выполнена.
